,Job_ID,Location,Title,Company,Date,Link,Description
0,4147355035,Worldwide,Math Tutoring,Outlier,2025-02-08,https://www.linkedin.com/jobs/view/math-tutoring-at-outlier-4147355035?position=1&pageNum=0&refId=zv4s6yHZpxpH%2BigyH7PvIA%3D%3D&trackingId=z7Fx%2BcZyCC5fJIanb7bxtQ%3D%3D,"About

Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Math Expert who would like to lend your expertise to train AI models? About the opportunity:

Outlier is looking for talented Math Experts to help train generative artificial intelligence modelsThis freelance opportunity is remote and hours are flexible, so you can work whenever is best for youYou may contribute your expertise by… Assessing the factuality and relevance of domain-specific text produced by AI modelsCrafting and answering questions related to MathEvaluating and ranking domain-specific responses generated by AI models Examples of desirable expertise: A bachelor's or higher degree in Math or a related subjectExperience working as a Math professionalAbility to write clearly about concepts related to Math in fluent English Payment:Currently, pay rates for core project work by Math experts range from $30 to $50 per hour USD.

Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.
Show more "
1,4147354137,Worldwide,Math Tutoring - Remote,Outlier,2025-02-08,https://www.linkedin.com/jobs/view/math-tutoring-remote-at-outlier-4147354137?position=2&pageNum=0&refId=zv4s6yHZpxpH%2BigyH7PvIA%3D%3D&trackingId=EA8VTDfPKXIn7JxAOpXf7w%3D%3D,"About

Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Math Expert who would like to lend your expertise to train AI models? About the opportunity:

Outlier is looking for talented Math Experts to help train generative artificial intelligence modelsThis freelance opportunity is remote and hours are flexible, so you can work whenever is best for youYou may contribute your expertise by… Assessing the factuality and relevance of domain-specific text produced by AI modelsCrafting and answering questions related to MathEvaluating and ranking domain-specific responses generated by AI models Examples of desirable expertise: A bachelor's or higher degree in Math or a related subjectExperience working as a Math professionalAbility to write clearly about concepts related to Math in fluent English Payment:Currently, pay rates for core project work by Math experts range from $30 to $50 per hour USD.

Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.
Show more "
2,4147353095,Worldwide,Math Tutoring,Outlier,2025-02-08,https://www.linkedin.com/jobs/view/math-tutoring-at-outlier-4147353095?position=3&pageNum=0&refId=zv4s6yHZpxpH%2BigyH7PvIA%3D%3D&trackingId=b9q3xAhtZ%2FFrYR%2BFucjhVQ%3D%3D,"About

Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Math Expert who would like to lend your expertise to train AI models? About the opportunity:

Outlier is looking for talented Math Experts to help train generative artificial intelligence modelsThis freelance opportunity is remote and hours are flexible, so you can work whenever is best for youYou may contribute your expertise by… Assessing the factuality and relevance of domain-specific text produced by AI modelsCrafting and answering questions related to MathEvaluating and ranking domain-specific responses generated by AI models Examples of desirable expertise: A bachelor's or higher degree in Math or a related subjectExperience working as a Math professionalAbility to write clearly about concepts related to Math in fluent English Payment:Currently, pay rates for core project work by Math experts range from $30 to $50 per hour USD.

Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.
Show more "
3,4139671652,London,Data Scientist,Mojo,2025-01-31,https://uk.linkedin.com/jobs/view/data-scientist-at-mojo-4139671652?position=1&pageNum=0&refId=TxbLZ58yvqMzEX7WKyu3jQ%3D%3D&trackingId=B3KKA%2BH7XiU89k28MKlB6g%3D%3D,"Are you a passionate data wizard who loves using your abilities to have a positive impact in the world? Are you proud of your technical skills, commercial head and ability to get shit done? You're reading the right job description. We want someone who is inspired to work in tech for good and is jumping out of bed in the morning because the idea of using their skills to improve the lives of millions of potential customers all over the world, gets them going.

Before we talk about our product and mission, let's be clear that although we're tackling men's sexual problems right now, you don't need to be a guy to apply. We want to hear from candidates of all genders. We believe that if we solve these problems, everyone will benefit.

At Mojo, we're building the first sexually intelligent generation.

Sexual problems can be embarrassing, we've been there. That's why we're changing the narrative around issues in the bedroom.

We believe that good sex starts in your head, so we're not here to push pills or offer quick fixes to the 50% of Millennials and Gen Z who now suffer with psychological issues in the bedroom. Nope, hyper-personalised AI Therapists are created by the world's best sexual wellbeing specialists to help our members lead thriving and healthy relationships 💪. We are looking for someone who is excited to be part of that.

We've had crazy global growth, with over 600,000 members in 150 countries and counting. We're backed by Europe's top VC firms, and you might even have seen us on the front cover of the Sunday Times.

The Role

You'll work closely with the founders, report to our Chief of Staff and take ownership of much of our data stack. You will be given free reign to spearhead new strategic data projects while helping to set data standards in the company. You'll have the opportunity to guide and enable the whole Mojo team across Product, Growth, Marketing and Ops to make good data driven decisions. Most importantly you will be in a position to identify how Mojo can have the biggest impact for our members. We are an app-first experience, meaning this impact will touch people all over the world.

As we are an early-stage start-up, there is room for you to have a huge impact on the future of the company and a large amount of autonomy to shape your role and get stuck in. You should be comfortable adapting your role and responsibilities as the company grows. We expect this might consist of:


Providing analyses to support product, marketing or finance
Owning tracking of business metrics by refining and maintaining reporting
Developing our best practices for experimentation methodology (eg A/B testing)
Developing data-driven projects, including applications of ML or modelling techniques
Working with leaders across Mojo to identify new opportunities in our AI product
Performing analyses to answer open-ended questions and provide strategic advice
Improving business data documentation
Supporting the refinement of our data infrastructure, architecture, and ETL processes
Collaboratively setting standards and ways of working with Data at Mojo
Building a self-serve data culture across the wider Mojo team through upskilling and accessible data tooling


We are building a team of people that have real ownership over the business. To be successful here, you should be willing to roll your sleeves up and get your hands dirty on anything that will help the business be more successful.

Requirements

You have:


2+ years of proven experience analyzing complex data with SQL, Python (& maybe R)
A degree or similar experience in a quantitative field (eg CompSci, Eng, Maths, Stats, Econ)
A good understanding of the dynamics of acquisition, engagement, retention and monetisation in a digital product
Strong understanding of statistical concepts and practical experience applying them (e.g. causal inference, ML, A/B tests)
Experience building data visualizations and dashboards (e.g., looker studio or others)
Ability to work collaboratively and proactively in a fast-paced environment
A commercial head and can put numbers into business perspective
Great communication skills - in person, writing, and code; to technical or non-technical audiences
Compassion, empathy, understanding, or interest in mental health
Ability to keep up-to-date with the latest tools and trends



Benefits


Industry-leading salary £60-70k, with chunky seed round equity package
Private health, optical, audiological, and dental insurance with Vitality Health
Hybrid working, 3 days in and 2 days out, with great offices in Old Street
Three remote working fortnights a year (read more in our handbook)
37 days off (inc 28 holidays, 3 end-of-year, 8 bank holidays, 1 volunteering)
Parental leave for primary and secondary caregivers
Workplace nursery benefit and emergency child-sitting allowance
Monthly team outings
£500 personal wellbeing budget
Unlimited professional development allowance
A £100 budget for noise-cancelling headphone to help with deep work
Cycle to work scheme and Santander Cycles membership
If you want to learn more about how we work check out our Employee Handbook


We want to build a diverse team with different backgrounds, outlooks and experiences. If you need any adjustments or support when you're applying, no worries. Just let us know at work@mojo.so
Show more "
4,4133365925,London,ML Engineer,Dalton,2025-01-14,https://uk.linkedin.com/jobs/view/ml-engineer-at-dalton-4133365925?position=2&pageNum=0&refId=TxbLZ58yvqMzEX7WKyu3jQ%3D%3D&trackingId=%2By1Fsu1OEbQv3%2F2dY4EdiA%3D%3D,"About Dalton: Dalton is on a mission to make the world's drug design more efficient. We are building the AI ecosystem for drug design and solving real-world problems that transform the efficiency of the pharmaceutical industry. Our mission is to harness cutting-edge technology and turn it into impactful products for our clients. Join us on our journey to revolutionize drug discovery and make a difference in the lives of patients worldwide.

Why Join Dalton? Dalton offers an exciting and collaborative environment where you can contribute to improving the efficiency of the world's drug discovery. We value innovation, creativity, and commitment. Join us in our mission to change the world.

Role Overview: We are seeking a highly skilled and motivated ML Engineer to join our team dedicated to advancing drug discovery by translating the best AI Research intro drug discovery impact. The ideal candidate will have a strong background in ML engineering and a passion for leveraging data and AI to drive innovation in the pharmaceutical and biotechnology industries.

If you are a dedicated and detail-oriented ML Engineer with a passion for drug discovery, we would love to hear from you. Apply now to become a part of our dynamic team and contribute to groundbreaking advancements in the field of technology and drug discovery.

Requirements


Key Responsibilities:


Collaborate with cross-functional teams to integrate machine learning models into impactful scientific products
Analyze large-scale biological and chemical datasets to identify patterns and generate actionable insights
Build a highly scalable machine learning platform that can be used to integrate cutting-edge ML models into a drug discovery process.
Design, build and maintain scalable machine learning infrastructure to support high-throughput data processing.
Continuously evaluate and improve model performance, ensuring high accuracy and reliability.
Stay current with the latest advancements in machine learning for drug discovery and apply this knowledge to your work.



Capabilities:


Master's or Ph.D. in Computer Science, Bioinformatics, Computational Biology, Cheminformatics or a related field.
Proven experience with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn.
Experience in working in the Pharmaceutical, Biotech or similar scientific discovery industries
Strong programming skills in Python
Familiarity with big data technologies such as Spark, Kafka, and Iceberg.
Knowledge of data modeling, database design, and data warehousing concepts.
Proficiency in data visualization tools like Superset, Grafana, or Metabase.
Strong problem-solving skills and ability to work independently and as part of a team.
Excellent organizational and time-management skills.
Passion for drug discovery and a desire to make a significant impact in the field.
Show more "
5,4115540383,London,"Data Scientist, Trust & Safety",Bumble Inc.,2025-01-29,https://uk.linkedin.com/jobs/view/data-scientist-trust-safety-at-bumble-inc-4115540383?position=3&pageNum=0&refId=TxbLZ58yvqMzEX7WKyu3jQ%3D%3D&trackingId=R9zzMCAMiwcoHt2xOEhjHw%3D%3D,"Bumble is looking for a Data Scientist to join our team and play a key role in fulfilling our mission to create a world where all relationships are healthy and equitable. Concretely, this means exploring our large datasets, developing statistical models and designing data-driven strategies for products that provide a safe and engaging experience for our users, and improve the way Bumble operates.

With billions of collected data points and millions of images and messages exchanged on our platform every day, there is a wealth of opportunity to make a real difference in this role and help people to find love all over the world! The ideal candidate combines strong business acumen, extensive experience in data science and advanced analytics along with a background in trust & safety.

Trust & Safety

We are part of the Trust & Safety Engineering group, a cross-functional team of 40+  engineers, scientists and machine learning professionals that help grow kind, healthy & equitable connections by designing and operationalizing the safest and most trusted connections platform in the industry.  We partner with the wider business to create and share tooling, knowledge, and best practices around Trust and Safety technology while undertaking special product and development initiatives designed to improve the actual safety and felt experience of safety of members across our products. We’re known by the wider industry as experts in our field, and give back to the community through thought leadership, information sharing, and open-sourcing.




WHAT YOU WILL BE DOING
Work in a cross-functional team alongside data scientists and machine learning engineers
Analyse large sets of data and work closely with Safety Product Management to educate roadmaps and define key metrics, aligning them with Bumble Inc's goals
Identify areas of maximum value and contribute to setting up frameworks for evaluating algorithmic improvements. 
Initiate and conduct large-scale experiments to test hypotheses and drive product development
Partner effectively with business functions and engineering teams to translate problems into scalable AI solutions, leveraging the richness of our extensive and intricate datasets
Foster a culture of insightful storytelling across our Group and the business, emphasising collaboration and connection within the team. Your style is characterised by empathy, open communication, and a commitment to promoting diversity and inclusion





WE’D LOVE TO MEET SOMEONE WITH
Strong statistical modelling background - hypotheses testing, inference, regressions, random variables
Comfortable presenting back to technical and non-technical stakeholders through effective data visualisation and building of reporting frameworks
Comfortable with Python data science libraries such as pandas, scikit-learn, numpy, statsmodels
Strong SQL experience including analytic functions, performance tuning, data wrangling
Ability to work collaboratively and proactively in a fast-paced environment alongside scientists, engineers and non-technical stakeholders
Ability to combine business intuition with the application of advanced solutions
A passion for keeping up with the latest ongoings in Data Science and Machine Learning communities
A curious mind, self-starter and endlessly keen to learn and develop themselves professionally





AN ADDED BONUS IF YOU HAVE
A proven background in trust & safety or experience of working in a similar role
An understanding of multi-sided markets and/or dating problem space
Experience in using advanced statistical methods to solve problems. This can either be through academic projects and publications, or experience analysing and solving problems within industry
Understanding of Machine Learning development lifecycle
A basic knowledge of software development life cycle processes and tools - ETL pipelines, CI/CD, MLOps, agile methodologies, version control (git), testing frameworks 





Show more "
6,4123851293,United Kingdom,Data Scientist - Recommendation,Roku,2025-02-08,https://uk.linkedin.com/jobs/view/data-scientist-recommendation-at-roku-4123851293?position=1&pageNum=0&refId=T2b3NlNGwu1UYlZ4V7Pzkg%3D%3D&trackingId=Ml5ARuyRNqoSTWXfJazF1Q%3D%3D,"Teamwork makes the stream work.

Roku Is Changing How The World Watches TV

Roku is the #1 TV streaming platform in the US and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.

From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.

About The Team

The Core Analytics Team is a centralised function to provide data-driven insights into business and products. We collaborate closely with our Product and Engineering teams to deliver the best recommendation experiences to our customers and maximise the value proposition for the business.

About The Role

Roku is seeking a Data Analyst/Scientist to join the Core Analytics team supporting our Recommendations product. This individual will be responsible for understanding how users leverage our Recommendations product to manage their Roku experience and work closely with product management and engineering to identify opportunities to create new features, drive their adoption, and generate value for Roku. This individual will investigate and develop solutions to track, monitor, and improve our recommendations ecosystem. The successful candidate is quantitatively driven, detail-focused, and possesses an elevated problem-solving expertise.

This role can be based in Manchester, or Cambridge and requires you to be in the office thrice a week.

What You'll Be Doing


Define and monitor KPIs that guide the growth of Roku’s Recommendations product.
Analyse structured and unstructured data and communicate insights to help stakeholders solve business problems, identify trends and make data-driven decisions
Develop necessary data pipelines to power automation, validation and reporting
Collaborate with stakeholders to align data science initiatives with organisational goals and strategy design and execute AB tests
Develop analytical tools (real-time alerts, models, etc.) to understand what drives success for our recommendations platform
Perform exploratory data analysis on emerging trends and execute advanced analysis across the entire recommendations and Roku Platform
Collaborate with the Program Management and Engineering team to proactively seek and incorporate feedback
Providing feedback directly to leadership on performance of various initiatives and untapped opportunities


We're excited if you have


Extensive work experience with a bachelor's degree or master's degree in quantitative field (e.g., Statistics, Business Analytics, Data Science, Mathematics, Economics, Engineering or Computer Science)
Experience across Recommendations, Search, consumer product, digital media or entertainment industries
Expertise in SQL, SAS, R, Python or other programming language to query data and perform analysis
Hands on experience with visualization tools like Tableau or Looker
Have a bias towards action in resolving issues and operate in a high-energy, fast-paced environment
Hands on experience in A/B testing and statistical modeling/forecasting


Benefits

Roku is committed to offering a diverse range of benefits as part of our compensation package to support our employees and their families. Our comprehensive benefits include global access to mental health and financial wellness support and resources. Local benefits include statutory and voluntary benefits which may include healthcare (medical, dental, and vision), life, accident, disability, commuter, and retirement options (401(k)/pension). Our employees can take time off work for vacation and other personal reasons to balance their evolving work and life needs. It's important to note that not every benefit is available in all locations or for every role. For details specific to your location, please consult with your recruiter.

The Roku Culture

Roku is a great place for people who want to work in a fast-paced environment where everyone is focused on the company's success rather than their own. We try to surround ourselves with people who are great at their jobs, who are easy to work with, and who keep their egos in check. We appreciate a sense of humor. We believe a fewer number of very talented folks can do more for less cost than a larger number of less talented teams. We're independent thinkers with big ideas who act boldly, move fast and accomplish extraordinary things through collaboration and trust. In short, at Roku you'll be part of a company that's changing how the world watches TV. 

We have a unique culture that we are proud of. We think of ourselves primarily as problem-solvers, which itself is a two-part idea. We come up with the solution, but the solution isn't real until it is built and delivered to the customer. That penchant for action gives us a pragmatic approach to innovation, one that has served us well since 2002. 

To learn more about Roku, our global footprint, and how we've grown, visit https://www.weareroku.com/factsheet.

By providing your information, you acknowledge that you have read our Applicant Privacy Notice and authorize Roku to process your data subject to those terms.


Show more "
7,4115540383,United Kingdom,"Data Scientist, Trust & Safety",Bumble Inc.,2025-01-29,https://uk.linkedin.com/jobs/view/data-scientist-trust-safety-at-bumble-inc-4115540383?position=2&pageNum=0&refId=T2b3NlNGwu1UYlZ4V7Pzkg%3D%3D&trackingId=sQB7HoV8c5c6qWAnwx7f8w%3D%3D,"Bumble is looking for a Data Scientist to join our team and play a key role in fulfilling our mission to create a world where all relationships are healthy and equitable. Concretely, this means exploring our large datasets, developing statistical models and designing data-driven strategies for products that provide a safe and engaging experience for our users, and improve the way Bumble operates.

With billions of collected data points and millions of images and messages exchanged on our platform every day, there is a wealth of opportunity to make a real difference in this role and help people to find love all over the world! The ideal candidate combines strong business acumen, extensive experience in data science and advanced analytics along with a background in trust & safety.

Trust & Safety

We are part of the Trust & Safety Engineering group, a cross-functional team of 40+  engineers, scientists and machine learning professionals that help grow kind, healthy & equitable connections by designing and operationalizing the safest and most trusted connections platform in the industry.  We partner with the wider business to create and share tooling, knowledge, and best practices around Trust and Safety technology while undertaking special product and development initiatives designed to improve the actual safety and felt experience of safety of members across our products. We’re known by the wider industry as experts in our field, and give back to the community through thought leadership, information sharing, and open-sourcing.




WHAT YOU WILL BE DOING
Work in a cross-functional team alongside data scientists and machine learning engineers
Analyse large sets of data and work closely with Safety Product Management to educate roadmaps and define key metrics, aligning them with Bumble Inc's goals
Identify areas of maximum value and contribute to setting up frameworks for evaluating algorithmic improvements. 
Initiate and conduct large-scale experiments to test hypotheses and drive product development
Partner effectively with business functions and engineering teams to translate problems into scalable AI solutions, leveraging the richness of our extensive and intricate datasets
Foster a culture of insightful storytelling across our Group and the business, emphasising collaboration and connection within the team. Your style is characterised by empathy, open communication, and a commitment to promoting diversity and inclusion





WE’D LOVE TO MEET SOMEONE WITH
Strong statistical modelling background - hypotheses testing, inference, regressions, random variables
Comfortable presenting back to technical and non-technical stakeholders through effective data visualisation and building of reporting frameworks
Comfortable with Python data science libraries such as pandas, scikit-learn, numpy, statsmodels
Strong SQL experience including analytic functions, performance tuning, data wrangling
Ability to work collaboratively and proactively in a fast-paced environment alongside scientists, engineers and non-technical stakeholders
Ability to combine business intuition with the application of advanced solutions
A passion for keeping up with the latest ongoings in Data Science and Machine Learning communities
A curious mind, self-starter and endlessly keen to learn and develop themselves professionally





AN ADDED BONUS IF YOU HAVE
A proven background in trust & safety or experience of working in a similar role
An understanding of multi-sided markets and/or dating problem space
Experience in using advanced statistical methods to solve problems. This can either be through academic projects and publications, or experience analysing and solving problems within industry
Understanding of Machine Learning development lifecycle
A basic knowledge of software development life cycle processes and tools - ETL pipelines, CI/CD, MLOps, agile methodologies, version control (git), testing frameworks 





Show more "
8,4133365925,United Kingdom,ML Engineer,Dalton,2025-01-14,https://uk.linkedin.com/jobs/view/ml-engineer-at-dalton-4133365925?position=3&pageNum=0&refId=T2b3NlNGwu1UYlZ4V7Pzkg%3D%3D&trackingId=qRYU3lPuLsz%2FYzWPj0BouQ%3D%3D,"About Dalton: Dalton is on a mission to make the world's drug design more efficient. We are building the AI ecosystem for drug design and solving real-world problems that transform the efficiency of the pharmaceutical industry. Our mission is to harness cutting-edge technology and turn it into impactful products for our clients. Join us on our journey to revolutionize drug discovery and make a difference in the lives of patients worldwide.

Why Join Dalton? Dalton offers an exciting and collaborative environment where you can contribute to improving the efficiency of the world's drug discovery. We value innovation, creativity, and commitment. Join us in our mission to change the world.

Role Overview: We are seeking a highly skilled and motivated ML Engineer to join our team dedicated to advancing drug discovery by translating the best AI Research intro drug discovery impact. The ideal candidate will have a strong background in ML engineering and a passion for leveraging data and AI to drive innovation in the pharmaceutical and biotechnology industries.

If you are a dedicated and detail-oriented ML Engineer with a passion for drug discovery, we would love to hear from you. Apply now to become a part of our dynamic team and contribute to groundbreaking advancements in the field of technology and drug discovery.

Requirements


Key Responsibilities:


Collaborate with cross-functional teams to integrate machine learning models into impactful scientific products
Analyze large-scale biological and chemical datasets to identify patterns and generate actionable insights
Build a highly scalable machine learning platform that can be used to integrate cutting-edge ML models into a drug discovery process.
Design, build and maintain scalable machine learning infrastructure to support high-throughput data processing.
Continuously evaluate and improve model performance, ensuring high accuracy and reliability.
Stay current with the latest advancements in machine learning for drug discovery and apply this knowledge to your work.



Capabilities:


Master's or Ph.D. in Computer Science, Bioinformatics, Computational Biology, Cheminformatics or a related field.
Proven experience with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn.
Experience in working in the Pharmaceutical, Biotech or similar scientific discovery industries
Strong programming skills in Python
Familiarity with big data technologies such as Spark, Kafka, and Iceberg.
Knowledge of data modeling, database design, and data warehousing concepts.
Proficiency in data visualization tools like Superset, Grafana, or Metabase.
Strong problem-solving skills and ability to work independently and as part of a team.
Excellent organizational and time-management skills.
Passion for drug discovery and a desire to make a significant impact in the field.
Show more "
9,4128229458,United Kingdom,Junior Data Scientist,Intellect Group,2025-01-17,https://uk.linkedin.com/jobs/view/junior-data-scientist-at-intellect-group-4128229458?position=4&pageNum=0&refId=T2b3NlNGwu1UYlZ4V7Pzkg%3D%3D&trackingId=yNZK4P6496N1mjGp3bpIfw%3D%3D,"Role: Junior Data Scientist

Location: London, UK (Hybrid)

Salary: £30k-£45k (DOE)




Are you passionate about data and finance? Join a revolutionary financial services company in the heart of London, where you'll help over 200,000 businesses across the UK and Europe navigate challenges and boost profitability.




My client is looking for a Junior Data Scientist eager to apply their analytical and modeling skills to provide insight and drive impactful business decisions.




Your Responsibilities:

Analyse complex datasets: Work with large volumes of financial data to identify trends, patterns, and insights that drive strategic decisions.
Support predictive modeling: Collaborate on the development of machine learning models to forecast financial outcomes and optimise business processes.
Develop data-driven solutions: Create algorithms and tools that automate and enhance decision-making across the company.
Collaborate with cross-functional teams: Work closely with finance, product, and technology teams to align data science initiatives with business goals.
Visualise data insights: Build and maintain interactive dashboards and visualisations that provide clear, actionable insights for stakeholders.




Requirements:

Bachelor’s degree in a STEM field: Preferred disciplines include Statistics, Mathematics, Computer Science, Engineering, or related fields.
Proficiency in programming languages: Experience with Python and SQL for data analysis, manipulation, and modeling.
Basic understanding of machine learning: Familiarity with predictive modeling techniques and algorithms, in particular NLP, LLM's and Time Series Forecasting.
Experience with data visualization tools: Knowledge of tools like Tableau/Power BI, or similar to present data effectively.
Strong analytical skills: Ability to interpret complex data and communicate findings clearly to both technical and non-technical audiences.




It's A Bonus If You Have:

Experience in finance: Prior exposure to financial data or working in a financial services environment is a plus.
Curiosity and drive: A passion for learning and staying updated with the latest trends in data science and finance.
Problem-solving mindset: Ability to think critically and approach challenges with innovative solutions.




The Benefits:

Growth opportunities: Be part of a fast-growing company with ample opportunities for career advancement.
Innovative work environment: Work with a team that values creativity, collaboration, and continuous learning.
Cutting-edge tools and technologies: Access to the latest data science tools to help you excel in your role.
Competitive compensation: A salary that reflects your skills and experience, along with performance-based bonuses.




If you’re a motivated Junior Data Scientist with a passion for finance and data-driven decision-making, we want to hear from you. Apply now to join our team and be part of shaping the future of the finance industry.

Show more "
